DateTime	Name	Gender	Product	Price	Department	Category	Amount
19/12/2019 10:13:46	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
19/12/2019 10:14:17	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
19/12/2019 10:51:39	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
19/12/2019 10:51:43	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
19/12/2019 12:01:22	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
19/12/2019 13:30:31	Stephen Wallace	m	Coffee_2022_2_3	0.3	We Tried	Coffee	1
19/12/2019 13:35:37	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
19/12/2019 14:00:22	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/12/2019 08:46:30	Kevin S.	m	Glorietta ACE 0.5l	0.8	Recruitables	Beverage	1
20/12/2019 12:43:20	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
20/12/2019 12:43:27	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
20/12/2019 13:13:18	Patrick Holmes	m	Glorietta ACE 0.5l	0.8	Recruitables	Beverage	1
20/12/2019 13:22:43	Kevin F.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	1
26/12/2019 12:13:38	Stephen Wallace	m	Coffee_2022_2_3	0.3	We Tried	Coffee	1
28/12/2019 21:10:42	Zachary Mitchell	m	Augustiner Edelstoff_2020_4_13	1.1	Breakroom Bandits	Beer	1
02/01/2020 12:22:20	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
02/01/2020 16:10:03	Kyle Mason	m	Karamalz 0.5l	0.8	Breakroom Bandits	Beverage	1
03/01/2020 11:33:05	Hannah Walters	f	fritz-kola zero 0.33 l	1	Toon Squad	Beverage	1
03/01/2020 12:15:35	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/01/2020 13:17:28	Mia Farmer	f	Wostok DattelGranata	1.2	Rumor Spreaders	Beverage	1
04/01/2020 13:17:40	Mia Farmer	f	Wostok Tannenwald	1.2	Rumor Spreaders	Beverage	1
04/01/2020 13:17:54	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/01/2020 16:53:39	Nicholas Thomas	m	Wostok DattelGranata	1.2	Recruitables	Beverage	1
06/01/2020 08:40:03	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
06/01/2020 10:24:38	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
06/01/2020 12:19:14	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
06/01/2020 13:11:24	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
06/01/2020 17:10:58	Owen Henderson	m	Augustiner Lager Hell_2020_4_13	1.1	Rumor Spreaders	Beer	1
07/01/2020 10:12:52	Emmie Armstrong	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
07/01/2020 11:18:03	Douglas Powell	m	Augustiner Edelstoff_2020_4_13	1.1	Recruitables	Beer	1
07/01/2020 12:08:53	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 12:22:24	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 12:22:29	Kevin S.	m	Glorietta ACE 0.5l	0.8	Recruitables	Beverage	1
07/01/2020 12:25:06	Kevin F.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	1
07/01/2020 12:26:26	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 12:29:21	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 12:32:53	Christopher L.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 13:17:21	Isabella Doyle	f	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
07/01/2020 13:31:40	Eleanor Macdonald	f	Spezi 0.5l	0.8	Toon Squad	Beverage	1
07/01/2020 13:48:30	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 14:30:22	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
07/01/2020 14:32:00	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
07/01/2020 14:32:16	Amber Bond	f	Coffee_2022_2_3	0.3	We Tried	Coffee	1
07/01/2020 15:51:07	Tobias Chavez	m	Coffee_2022_2_3	0.3	Rumor Spreaders	Coffee	1
07/01/2020 17:12:18	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
08/01/2020 07:20:27	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
08/01/2020 11:29:59	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
08/01/2020 11:46:59	Kevin S.	m	Glorietta ACE 0.5l	0.8	Recruitables	Beverage	1
08/01/2020 12:10:20	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
08/01/2020 12:11:01	Christopher L.	m	Club-Mate 0.5l	1.1	Recruitables	Beverage	1
08/01/2020 14:02:41	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
08/01/2020 14:04:49	Kevin F.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	1
08/01/2020 14:22:51	Isabella Doyle	f	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
09/01/2020 08:51:25	Kyle Mason	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
09/01/2020 09:40:37	Kevin F.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	1
09/01/2020 09:40:48	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
09/01/2020 12:15:17	Kevin F.	m	Club-Mate 0.5l	1.1	Recruitables	Beverage	1
09/01/2020 13:50:43	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
09/01/2020 16:00:13	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
09/01/2020 16:01:09	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
09/01/2020 16:01:16	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
09/01/2020 16:45:15	Benedikt V.	m	Karamalz 0.5l	0.8	Recruitables	Beverage	1
09/01/2020 16:54:03	Zachary Mitchell	m	Augustiner Edelstoff_2020_4_13	1.1	Breakroom Bandits	Beer	1
09/01/2020 16:57:01	Tobias Chavez	m	Augustiner Edelstoff_2020_4_13	1.1	Rumor Spreaders	Beer	1
10/01/2020 08:01:41	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
10/01/2020 09:21:05	Stephen Wallace	m	Coffee_2022_2_3	0.3	We Tried	Coffee	1
10/01/2020 09:21:53	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
10/01/2020 10:55:11	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
10/01/2020 12:45:06	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
10/01/2020 12:45:10	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
10/01/2020 13:03:37	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
10/01/2020 13:31:00	Benedikt V.	m	Club-Mate 0.5l	1.1	Recruitables	Beverage	1
10/01/2020 13:44:18	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
10/01/2020 13:45:20	Nicholas Thomas	m	Glorietta Orange 0.5 l	0.8	Recruitables	Beverage	1
10/01/2020 14:10:40	Sarah Mendoza	f	Karamalz 0.5l	0.8	Toon Squad	Beverage	1
10/01/2020 15:32:29	Kevin F.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	1
10/01/2020 15:37:44	Kyle Mason	m	Karamalz 0.5l	0.8	Breakroom Bandits	Beverage	1
10/01/2020 20:37:46	Benedikt V.	m	Mixery 0.5L	1	Recruitables	Beer	1
20/12/2019 12:09:28	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
11/01/2020 10:31:29	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
12/01/2020 09:41:50	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
12/01/2020 11:11:06	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
12/01/2020 11:11:11	Benedikt V.	m	Wostok Tannenwald	1.2	Recruitables	Beverage	1
12/01/2020 13:52:48	Benedikt V.	m	Spezi 0.5l	0.8	Recruitables	Beverage	1
12/01/2020 15:19:17	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
13/01/2020 08:43:21	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
13/01/2020 08:44:29	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
13/01/2020 08:47:56	Katelyn Cohen	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
13/01/2020 09:01:03	Emmie Armstrong	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
13/01/2020 09:05:28	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
13/01/2020 09:42:56	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
13/01/2020 09:48:38	Christopher L.	m	Club-Mate 0.5l	1.1	Recruitables	Beverage	1
13/01/2020 10:37:14	Patrick Holmes	m	Deposit	-1	Recruitables	Deposit	12
13/01/2020 12:17:14	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
13/01/2020 12:18:29	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
13/01/2020 13:48:48	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
13/01/2020 13:48:56	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
13/01/2020 14:53:57	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
13/01/2020 14:53:59	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 07:14:13	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
14/01/2020 10:28:53	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 10:29:06	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 12:02:44	Christopher L.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	1
14/01/2020 12:25:06	Isabella Doyle	f	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
14/01/2020 12:40:22	Stephen Wallace	m	Coffee_2022_2_3	0.3	We Tried	Coffee	1
14/01/2020 12:47:22	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 13:18:48	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 13:18:52	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 13:32:13	Kevin S.	m	Glorietta Grapefruit_2020_5_28	0.8	Recruitables	Beverage	1
14/01/2020 13:32:39	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
14/01/2020 14:44:51	Isabelle Tucker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
14/01/2020 14:49:27	Benedikt V.	m	Karamalz 0.5l	0.8	Recruitables	Beverage	1
14/01/2020 14:50:38	Emmie Armstrong	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
14/01/2020 14:50:43	Emmie Armstrong	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
14/01/2020 15:42:19	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 15:42:45	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
14/01/2020 15:46:37	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
15/01/2020 07:11:24	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
16/01/2020 17:55:10	Tobias Chavez	m	Deposit	-1	Rumor Spreaders	Deposit	10
17/01/2020 10:38:21	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:12	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:16	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:19	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:22	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:24	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:28	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:45:59	Kevin S.	m	Glorietta Grapefruit_2020_5_28	0.8	Recruitables	Beverage	2
17/01/2020 10:46:16	Benedikt V.	m	Wostok Tannenwald	1.2	Recruitables	Beverage	1
17/01/2020 10:46:20	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:46:23	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:46:26	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:49:25	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:49:29	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:49:32	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:49:35	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:49:52	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	4
17/01/2020 10:49:57	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:50:04	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:50:07	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:50:10	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:52:07	Kevin F.	m	Club-Mate 0.5l	1.1	Recruitables	Beverage	3
17/01/2020 10:52:30	Kevin F.	m	fritz-kola 0.33 l	1	Recruitables	Beverage	3
17/01/2020 10:52:36	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:52:41	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 10:52:44	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 11:05:49	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 12:09:39	Christopher L.	m	Club-Mate 0.5l	1.1	Recruitables	Beverage	2
17/01/2020 12:09:51	Christopher L.	m	Wostok EstragonIngwer	1.2	Recruitables	Beverage	1
17/01/2020 12:10:17	Christopher L.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 12:10:20	Christopher L.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 12:10:23	Christopher L.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 12:27:53	Alfred Cruz	m	Deposit	-1	Breakroom Bandits	Deposit	30
17/01/2020 12:42:17	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
17/01/2020 12:51:00	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 12:51:07	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
17/01/2020 13:11:07	Nicholas Thomas	m	Spezi 0.5l	0.8	Recruitables	Beverage	1
17/01/2020 13:48:31	Patrick Holmes	m	Deposit	-1	Recruitables	Deposit	15
17/01/2020 13:48:31	Patrick Holmes	m	smallDeposit	-0.1	Recruitables	Deposit	2
17/01/2020 13:48:32	Benedikt V.	m	Debit	1	Recruitables	Debit	4
17/01/2020 13:48:32	Nicholas Thomas	m	Debit	1	Recruitables	Debit	4
17/01/2020 13:48:33	Kevin F.	m	Debit	1	Recruitables	Debit	4
17/01/2020 13:48:34	Benedikt V.	m	Deposit	-1	Recruitables	Deposit	0
17/01/2020 13:48:34	Benedikt V.	m	smallDeposit	-0.1	Recruitables	Deposit	2
17/01/2020 13:48:34	Nicholas Thomas	m	Deposit	-1	Recruitables	Deposit	0
17/01/2020 13:48:34	Nicholas Thomas	m	smallDeposit	-0.1	Recruitables	Deposit	2
17/01/2020 13:48:35	Kevin F.	m	Deposit	-1	Recruitables	Deposit	0
17/01/2020 13:48:35	Kevin F.	m	smallDeposit	-0.1	Recruitables	Deposit	2
17/01/2020 14:20:22	Tobias Chavez	m	Coffee_2022_2_3	0.3	Rumor Spreaders	Coffee	1
17/01/2020 16:21:09	Millie Valdez	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
17/01/2020 16:21:13	Millie Valdez	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
17/01/2020 17:03:22	Zachary Mitchell	m	Augustiner Edelstoff_2020_4_13	1.1	Breakroom Bandits	Beer	1
17/01/2020 18:30:40	Kyle Mason	m	Karamalz 0.5l	0.8	Breakroom Bandits	Beverage	1
18/01/2020 08:23:03	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
18/01/2020 08:23:10	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
18/01/2020 08:23:14	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
18/01/2020 12:12:36	Kyle Mason	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
19/01/2020 14:46:30	Abigail Payne	f	Karamalz 0.5l	0.8	Employees of the Moment	Beverage	1
19/01/2020 14:46:41	Kyle Mason	m	Karamalz 0.5l	0.8	Breakroom Bandits	Beverage	1
20/01/2020 08:05:59	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 08:06:03	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 08:06:06	Ashley Rhodes	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 09:21:06	Katelyn Cohen	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 09:45:34	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
20/01/2020 10:02:17	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
20/01/2020 11:10:41	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 12:15:02	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
20/01/2020 12:25:32	Owen Henderson	m	Deposit	-1	Rumor Spreaders	Deposit	40
20/01/2020 12:43:35	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
20/01/2020 12:43:48	Christopher L.	m	Wostok EstragonIngwer	1.2	Recruitables	Beverage	1
20/01/2020 14:29:49	Benedikt V.	m	Wostok Pflaume Karda	1.2	Recruitables	Beverage	1
20/01/2020 14:51:18	Abigail Payne	f	piranja Limette-Minze	1.1	Employees of the Moment	Beverage	1
20/01/2020 15:51:44	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 15:51:47	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
20/01/2020 15:52:00	Nicholas Thomas	m	Wostok Pflaume Karda	1.2	Recruitables	Beverage	1
20/01/2020 15:52:08	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
20/01/2020 15:52:11	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
20/01/2020 15:58:55	Benedikt V.	m	Club Mate Cola	1	Recruitables	Beverage	1
20/01/2020 16:33:28	Mia Farmer	f	Club Mate Cola	1	Rumor Spreaders	Beverage	1
21/01/2020 08:31:17	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 09:20:40	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
21/01/2020 09:20:46	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
21/01/2020 09:31:26	Emmie Armstrong	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
21/01/2020 10:02:44	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 10:04:19	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 10:04:27	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 10:42:26	Chloe Perkins	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
21/01/2020 12:04:12	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 12:53:12	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 12:55:07	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 12:55:51	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 13:32:17	Chloe Perkins	f	Spezi 0.5l	0.8	Toon Squad	Beverage	1
21/01/2020 13:45:08	Sarah Mendoza	f	Karamalz 0.5l	0.8	Toon Squad	Beverage	1
21/01/2020 13:46:30	Patrick Holmes	m	Club Mate Cola	1	Recruitables	Beverage	1
21/01/2020 13:55:22	Kyle Mason	m	Wostok Tannenwald	1.2	Breakroom Bandits	Beverage	1
21/01/2020 14:34:00	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 14:41:30	Stephen Wallace	m	Coffee_2022_2_3	0.3	We Tried	Coffee	1
21/01/2020 15:12:00	Sarah Mendoza	f	fritz-kola 0.33 l	1	Toon Squad	Beverage	1
21/01/2020 15:14:22	Patrick Holmes	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	1
21/01/2020 15:24:40	Kevin S.	m	Glorietta Grapefruit_2020_5_28	0.8	Recruitables	Beverage	1
21/01/2020 15:47:11	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
21/01/2020 19:12:37	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 19:12:40	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
21/01/2020 19:43:09	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
22/01/2020 09:42:52	Imogen Carrillo	f	Deposit	-1	No Lucks Given	Deposit	3
22/01/2020 11:10:07	Emma Roman	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
22/01/2020 12:43:51	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
22/01/2020 12:44:36	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
22/01/2020 12:45:37	Christopher L.	m	piranja Limette-Minze	1.1	Recruitables	Beverage	1
22/01/2020 12:45:47	Kevin S.	m	piranja Limette-Minze	1.1	Recruitables	Beverage	1
22/01/2020 12:49:12	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
22/01/2020 13:26:18	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
22/01/2020 13:42:53	Patrick Holmes	m	Club Mate Cola	1	Recruitables	Beverage	1
22/01/2020 13:50:41	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
22/01/2020 14:03:31	Kyle Mason	m	Karamalz 0.5l	0.8	Breakroom Bandits	Beverage	1
22/01/2020 15:12:15	Kyle Mason	m	Deposit	-1	Breakroom Bandits	Deposit	30
22/01/2020 16:14:29	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
22/01/2020 18:06:08	Oliver M.	m	fritz-kola zero 0.33 l	1	Recruitables	Beverage	2
22/01/2020 20:47:53	Stephen Wallace	m	Augustiner Edelstoff_2020_4_13	1.1	We Tried	Beer	1
22/01/2020 21:14:35	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/01/2020 10:02:37	Kevin F.	m	piranja Limette-Minze	1.1	Recruitables	Beverage	1
23/01/2020 10:24:58	Patrick Holmes	m	piranja Limette-Minze	1.1	Recruitables	Beverage	1
23/01/2020 11:54:41	Charlie Brooks	m	Wostok DattelGranata	1.2	Breakroom Bandits	Beverage	1
23/01/2020 12:02:15	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/01/2020 14:09:28	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/01/2020 14:09:32	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/01/2020 14:09:46	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/01/2020 15:24:06	Isabelle Tucker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/01/2020 15:24:12	Isabelle Tucker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/01/2020 16:54:34	Owen Henderson	m	Augustiner Lager Hell_2020_4_13	1.1	Rumor Spreaders	Beer	1
23/01/2020 16:56:26	Benedikt V.	m	Paulaner Salvator	1.2	Recruitables	Beer	1
23/01/2020 16:57:47	Kyle Mason	m	Augustiner Lager Hell_2020_4_13	1.1	Breakroom Bandits	Beer	1
23/01/2020 17:25:49	Zachary Mitchell	m	Augustiner Lager Hell_2020_4_13	1.1	Breakroom Bandits	Beer	1
24/01/2020 08:32:33	Isabella Doyle	f	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
24/01/2020 09:21:35	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/01/2020 09:22:25	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/01/2020 09:22:29	Isabelle Tucker	f	Deposit	-1	Toon Squad	Deposit	20
24/01/2020 09:41:56	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/01/2020 10:13:34	Stephen Wallace	m	Coffee_2022_2_3	0.3	We Tried	Coffee	1
24/01/2020 12:16:16	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/01/2020 12:16:23	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/01/2020 12:16:48	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/01/2020 12:18:28	Kevin F.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/01/2020 12:21:21	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/01/2020 12:24:38	Millie Valdez	f	Wostok Pflaume Karda	1.2	Toon Squad	Beverage	1
